Branch,Total Sales WT,Date
2MANDAPETA,194470,14-Jan-2024
2MANDAPETA,97586,15-Jan-2024
2MANDAPETA,88278,16-Jan-2024
2MANDAPETA,147690,17-Jan-2024
2MANDAPETA,155423,18-Jan-2024
2MANDAPETA,159824,19-Jan-2024
2MANDAPETA,107720,20-Jan-2024
2MANDAPETA,155504,21-Jan-2024
2MANDAPETA,128645,22-Jan-2024
2MANDAPETA,102980,23-Jan-2024
2MANDAPETA,162886,24-Jan-2024
2MANDAPETA,120517,25-Jan-2024
2MANDAPETA,153362,26-Jan-2024
2MANDAPETA,94509,27-Jan-2024
2MANDAPETA,152562,28-Jan-2024
2MANDAPETA,161957,29-Jan-2024
2MANDAPETA,127758,30-Jan-2024
2MANDAPETA,125499,31-Jan-2024
2MANDAPETA,143459,1-Feb-2024
2MANDAPETA,137342,2-Feb-2024
2MANDAPETA,96527,3-Feb-2024
2MANDAPETA,159203,4-Feb-2024
2MANDAPETA,151875,5-Feb-2024
2MANDAPETA,150423,6-Feb-2024
2MANDAPETA,130365,7-Feb-2024
2MANDAPETA,178295,8-Feb-2024
2MANDAPETA,188603,9-Feb-2024
2MANDAPETA,172760,10-Feb-2024
2MANDAPETA,176854,11-Feb-2024
2MANDAPETA,186166,12-Feb-2024
2MANDAPETA,131146,13-Feb-2024
2MANDAPETA,141550,14-Feb-2024
2MANDAPETA,142579,15-Feb-2024
2MANDAPETA,129383,16-Feb-2024
2MANDAPETA,158560,17-Feb-2024
2MANDAPETA,173536,18-Feb-2024
2MANDAPETA,144522,19-Feb-2024
2MANDAPETA,131790,20-Feb-2024
2MANDAPETA,143079,21-Feb-2024
2MANDAPETA,140414,22-Feb-2024
2MANDAPETA,114852,23-Feb-2024
2MANDAPETA,109691,24-Feb-2024
2MANDAPETA,164568,25-Feb-2024
2MANDAPETA,134990,26-Feb-2024
2MANDAPETA,126990,27-Feb-2024
2MANDAPETA,145757,28-Feb-2024
2MANDAPETA,139154,29-Feb-2024
2MANDAPETA,147012,1-Mar-2024
2MANDAPETA,137364,2-Mar-2024
2MANDAPETA,191643,3-Mar-2024
2MANDAPETA,176243,4-Mar-2024
2MANDAPETA,151110,5-Mar-2024
2MANDAPETA,186591,6-Mar-2024
2MANDAPETA,141850,7-Mar-2024
2MANDAPETA,144624,8-Mar-2024
2MANDAPETA,120250,9-Mar-2024
2MANDAPETA,163245,10-Mar-2024
2MANDAPETA,166914,11-Mar-2024
2MANDAPETA,126024,12-Mar-2024
2MANDAPETA,154482,13-Mar-2024
2MANDAPETA,142876,14-Mar-2024
2MANDAPETA,132073,15-Mar-2024
2MANDAPETA,110518,16-Mar-2024
2MANDAPETA,181523,17-Mar-2024
2MANDAPETA,161112,18-Mar-2024
2MANDAPETA,127967,19-Mar-2024
2MANDAPETA,123552,20-Mar-2024
2MANDAPETA,152933,21-Mar-2024
2MANDAPETA,170149,22-Mar-2024
2MANDAPETA,98734,23-Mar-2024
2MANDAPETA,140680,24-Mar-2024
2MANDAPETA,147753,25-Mar-2024
2MANDAPETA,113992,26-Mar-2024
2MANDAPETA,126007,27-Mar-2024
2MANDAPETA,146249,28-Mar-2024
2MANDAPETA,156078,29-Mar-2024
2MANDAPETA,143667,30-Mar-2024
2MANDAPETA,147785,31-Mar-2024
2PALAKOLLU,116702,1-Apr-2023
2PALAKOLLU,115101,2-Apr-2023
2PALAKOLLU,174676,3-Apr-2023
2PALAKOLLU,145600,4-Apr-2023
2PALAKOLLU,198313,5-Apr-2023
2PALAKOLLU,171543,6-Apr-2023
2PALAKOLLU,141550,7-Apr-2023
2PALAKOLLU,120659,8-Apr-2023
2PALAKOLLU,131448,9-Apr-2023
2PALAKOLLU,176112,10-Apr-2023
2PALAKOLLU,151040,11-Apr-2023
2PALAKOLLU,119868,12-Apr-2023
2PALAKOLLU,142512,13-Apr-2023
2PALAKOLLU,136390,14-Apr-2023
2PALAKOLLU,130900,15-Apr-2023
2PALAKOLLU,129518,16-Apr-2023
2PALAKOLLU,135722,17-Apr-2023
2PALAKOLLU,123003,18-Apr-2023
2PALAKOLLU,119677,19-Apr-2023
2PALAKOLLU,113890,20-Apr-2023
2PALAKOLLU,116438,21-Apr-2023
2PALAKOLLU,111343,22-Apr-2023
2PALAKOLLU,111593,23-Apr-2023
2PALAKOLLU,102576,24-Apr-2023
2PALAKOLLU,90250,25-Apr-2023
2PALAKOLLU,93255,26-Apr-2023
2PALAKOLLU,122543,27-Apr-2023
2PALAKOLLU,138376,28-Apr-2023
2PALAKOLLU,118280,29-Apr-2023
2PALAKOLLU,119220,30-Apr-2023
2PALAKOLLU,134107,1-May-2023
2PALAKOLLU,153476,2-May-2023
2PALAKOLLU,122368,3-May-2023
2PALAKOLLU,156517,4-May-2023
2PALAKOLLU,167788,5-May-2023
2PALAKOLLU,126415,6-May-2023
2PALAKOLLU,128637,7-May-2023
2PALAKOLLU,169599,8-May-2023
2PALAKOLLU,140414,9-May-2023
2PALAKOLLU,147036,10-May-2023
2PALAKOLLU,107487,11-May-2023
2PALAKOLLU,111448,12-May-2023
2PALAKOLLU,146420,13-May-2023
2PALAKOLLU,158917,14-May-2023
2PALAKOLLU,125860,15-May-2023
2PALAKOLLU,137327,16-May-2023
2PALAKOLLU,135385,17-May-2023
2PALAKOLLU,120535,18-May-2023
2PALAKOLLU,142345,19-May-2023
2PALAKOLLU,114939,20-May-2023
2PALAKOLLU,115261,21-May-2023
2PALAKOLLU,116627,22-May-2023
2PALAKOLLU,115933,23-May-2023
2PALAKOLLU,110838,24-May-2023
2PALAKOLLU,114994,25-May-2023
2PALAKOLLU,120093,26-May-2023
2PALAKOLLU,125104,27-May-2023
2PALAKOLLU,119915,28-May-2023
2PALAKOLLU,131303,29-May-2023
2PALAKOLLU,139917,30-May-2023
2PALAKOLLU,118535,31-May-2023
2PALAKOLLU,155607,1-Jun-2023
2PALAKOLLU,153715,2-Jun-2023
2PALAKOLLU,133492,3-Jun-2023
2PALAKOLLU,148318,4-Jun-2023
2PALAKOLLU,174427,5-Jun-2023
2PALAKOLLU,125502,6-Jun-2023
2PALAKOLLU,169523,7-Jun-2023
2PALAKOLLU,149538,8-Jun-2023
2PALAKOLLU,119667,9-Jun-2023
2PALAKOLLU,107801,10-Jun-2023
2PALAKOLLU,141089,11-Jun-2023
2PALAKOLLU,178971,12-Jun-2023
2PALAKOLLU,147679,13-Jun-2023
2PALAKOLLU,122633,14-Jun-2023
2PALAKOLLU,135994,15-Jun-2023
2PALAKOLLU,133958,16-Jun-2023
2PALAKOLLU,139279,17-Jun-2023
2PALAKOLLU,154950,18-Jun-2023
2PALAKOLLU,109622,19-Jun-2023
2PALAKOLLU,152397,20-Jun-2023
2PALAKOLLU,118834,21-Jun-2023
2PALAKOLLU,127172,22-Jun-2023
2PALAKOLLU,109436,23-Jun-2023
2PALAKOLLU,99139,24-Jun-2023
2PALAKOLLU,114841,25-Jun-2023
2PALAKOLLU,137230,26-Jun-2023
2PALAKOLLU,130247,27-Jun-2023
2PALAKOLLU,134502,28-Jun-2023
2PALAKOLLU,98296,29-Jun-2023
2PALAKOLLU,133849,30-Jun-2023
2PALAKOLLU,149348,1-Jul-2023
2PALAKOLLU,137790,2-Jul-2023
2PALAKOLLU,98401,3-Jul-2023
2PALAKOLLU,194503,4-Jul-2023
2PALAKOLLU,157974,5-Jul-2023
2PALAKOLLU,164269,6-Jul-2023
2PALAKOLLU,160045,7-Jul-2023
2PALAKOLLU,134607,8-Jul-2023
2PALAKOLLU,156352,9-Jul-2023
2PALAKOLLU,125117,10-Jul-2023
2PALAKOLLU,122393,11-Jul-2023
2PALAKOLLU,130023,12-Jul-2023
2PALAKOLLU,132134,13-Jul-2023
2PALAKOLLU,126861,14-Jul-2023
2PALAKOLLU,117956,15-Jul-2023
2PALAKOLLU,124309,16-Jul-2023
2PALAKOLLU,118800,17-Jul-2023
2PALAKOLLU,97528,18-Jul-2023
2PALAKOLLU,113175,19-Jul-2023
2PALAKOLLU,123799,20-Jul-2023
2PALAKOLLU,113745,21-Jul-2023
2PALAKOLLU,93495,22-Jul-2023
2PALAKOLLU,128260,23-Jul-2023
2PALAKOLLU,84664,24-Jul-2023
2PALAKOLLU,115460,25-Jul-2023
2PALAKOLLU,93737,26-Jul-2023
2PALAKOLLU,149078,27-Jul-2023
2PALAKOLLU,131867,28-Jul-2023
2PALAKOLLU,134466,29-Jul-2023
2PALAKOLLU,132533,30-Jul-2023
2PALAKOLLU,111796,31-Jul-2023
2PALAKOLLU,151555,1-Aug-2023
2PALAKOLLU,150788,2-Aug-2023
2PALAKOLLU,160724,3-Aug-2023
2PALAKOLLU,133815,4-Aug-2023
2PALAKOLLU,181711,5-Aug-2023
2PALAKOLLU,171621,6-Aug-2023
2PALAKOLLU,145743,7-Aug-2023
2PALAKOLLU,164750,8-Aug-2023
2PALAKOLLU,130010,9-Aug-2023
2PALAKOLLU,141197,10-Aug-2023
2PALAKOLLU,127299,11-Aug-2023
2PALAKOLLU,132282,12-Aug-2023
2PALAKOLLU,146881,13-Aug-2023
2PALAKOLLU,135991,14-Aug-2023
2PALAKOLLU,129964,15-Aug-2023
2PALAKOLLU,127509,16-Aug-2023
2PALAKOLLU,120291,17-Aug-2023
2PALAKOLLU,71727,18-Aug-2023
2PALAKOLLU,125778,19-Aug-2023
2PALAKOLLU,166715,20-Aug-2023
2PALAKOLLU,111345,21-Aug-2023
2PALAKOLLU,146382,22-Aug-2023
2PALAKOLLU,140234,23-Aug-2023
2PALAKOLLU,202064,24-Aug-2023
2PALAKOLLU,85681,25-Aug-2023
2PALAKOLLU,81481,26-Aug-2023
2PALAKOLLU,103580,27-Aug-2023
2PALAKOLLU,127166,28-Aug-2023
2PALAKOLLU,118214,29-Aug-2023
2PALAKOLLU,152441,30-Aug-2023
2PALAKOLLU,139687,31-Aug-2023
2PALAKOLLU,114374,1-Sep-2023
2PALAKOLLU,137100,2-Sep-2023
2PALAKOLLU,142636,3-Sep-2023
2PALAKOLLU,123582,4-Sep-2023
2PALAKOLLU,154169,5-Sep-2023
2PALAKOLLU,118862,6-Sep-2023
2PALAKOLLU,166134,7-Sep-2023
2PALAKOLLU,164115,8-Sep-2023
2PALAKOLLU,137319,9-Sep-2023
2PALAKOLLU,193130,10-Sep-2023
2PALAKOLLU,90380,11-Sep-2023
2PALAKOLLU,157239,12-Sep-2023
2PALAKOLLU,170880,13-Sep-2023
2PALAKOLLU,181654,14-Sep-2023
2PALAKOLLU,132358,15-Sep-2023
2PALAKOLLU,143426,16-Sep-2023
2PALAKOLLU,236229,17-Sep-2023
2PALAKOLLU,118499,18-Sep-2023
2PALAKOLLU,107151,19-Sep-2023
2PALAKOLLU,112943,20-Sep-2023
2PALAKOLLU,85653,21-Sep-2023
2PALAKOLLU,132354,22-Sep-2023
2PALAKOLLU,109119,23-Sep-2023
2PALAKOLLU,126240,24-Sep-2023
2PALAKOLLU,119231,25-Sep-2023
2PALAKOLLU,111421,26-Sep-2023
2PALAKOLLU,101171,27-Sep-2023
2PALAKOLLU,149561,28-Sep-2023
2PALAKOLLU,111411,29-Sep-2023
2PALAKOLLU,134902,30-Sep-2023
2PALAKOLLU,163451,1-Oct-2023
2PALAKOLLU,153871,2-Oct-2023
2PALAKOLLU,145542,3-Oct-2023
2PALAKOLLU,164889,4-Oct-2023
2PALAKOLLU,178042,5-Oct-2023
2PALAKOLLU,148000,6-Oct-2023
2PALAKOLLU,139964,7-Oct-2023
2PALAKOLLU,135675,8-Oct-2023
2PALAKOLLU,141568,9-Oct-2023
2PALAKOLLU,167272,10-Oct-2023
2PALAKOLLU,155944,11-Oct-2023
2PALAKOLLU,147760,12-Oct-2023
2PALAKOLLU,136253,13-Oct-2023
2PALAKOLLU,132878,14-Oct-2023
2PALAKOLLU,135791,15-Oct-2023
2PALAKOLLU,136712,16-Oct-2023
2PALAKOLLU,128962,17-Oct-2023
2PALAKOLLU,129826,18-Oct-2023
2PALAKOLLU,104530,19-Oct-2023
2PALAKOLLU,126721,20-Oct-2023
2PALAKOLLU,108828,21-Oct-2023
2PALAKOLLU,132675,22-Oct-2023
2PALAKOLLU,118342,23-Oct-2023
2PALAKOLLU,123671,24-Oct-2023
2PALAKOLLU,103349,25-Oct-2023
2PALAKOLLU,136746,26-Oct-2023
2PALAKOLLU,122089,27-Oct-2023
2PALAKOLLU,131291,28-Oct-2023
2PALAKOLLU,135803,29-Oct-2023
2PALAKOLLU,135647,30-Oct-2023
2PALAKOLLU,127306,31-Oct-2023
2PALAKOLLU,133562,1-Nov-2023
2PALAKOLLU,153036,2-Nov-2023
2PALAKOLLU,174194,3-Nov-2023
2PALAKOLLU,155789,4-Nov-2023
2PALAKOLLU,193111,5-Nov-2023
2PALAKOLLU,158572,6-Nov-2023
2PALAKOLLU,166306,7-Nov-2023
2PALAKOLLU,137991,8-Nov-2023
2PALAKOLLU,155908,9-Nov-2023
2PALAKOLLU,214260,10-Nov-2023
2PALAKOLLU,199228,11-Nov-2023
2PALAKOLLU,136124,12-Nov-2023
2PALAKOLLU,139425,13-Nov-2023
2PALAKOLLU,154972,14-Nov-2023
2PALAKOLLU,106012,15-Nov-2023
2PALAKOLLU,134421,16-Nov-2023
2PALAKOLLU,107948,17-Nov-2023
2PALAKOLLU,111316,18-Nov-2023
2PALAKOLLU,130552,19-Nov-2023
2PALAKOLLU,115221,20-Nov-2023
2PALAKOLLU,126505,21-Nov-2023
2PALAKOLLU,116791,22-Nov-2023
2PALAKOLLU,112933,23-Nov-2023
2PALAKOLLU,102101,24-Nov-2023
2PALAKOLLU,198575,26-Nov-2023
2PALAKOLLU,133430,27-Nov-2023
2PALAKOLLU,112884,28-Nov-2023
2PALAKOLLU,95432,29-Nov-2023
2PALAKOLLU,104893,30-Nov-2023
2PALAKOLLU,129328,1-Dec-2023
2PALAKOLLU,122431,2-Dec-2023
2PALAKOLLU,187817,3-Dec-2023
2PALAKOLLU,125571,4-Dec-2023
2PALAKOLLU,89050,5-Dec-2023
2PALAKOLLU,212390,6-Dec-2023
2PALAKOLLU,212279,7-Dec-2023
2PALAKOLLU,172352,8-Dec-2023
2PALAKOLLU,158670,9-Dec-2023
2PALAKOLLU,166097,10-Dec-2023
2PALAKOLLU,161298,11-Dec-2023
2PALAKOLLU,132759,12-Dec-2023
2PALAKOLLU,130243,13-Dec-2023
2PALAKOLLU,114557,14-Dec-2023
2PALAKOLLU,132982,15-Dec-2023
2PALAKOLLU,115929,16-Dec-2023
2PALAKOLLU,125171,17-Dec-2023
2PALAKOLLU,135688,18-Dec-2023
2PALAKOLLU,117549,19-Dec-2023
2PALAKOLLU,137484,20-Dec-2023
2PALAKOLLU,104070,21-Dec-2023
2PALAKOLLU,126295,22-Dec-2023
2PALAKOLLU,99668,23-Dec-2023
2PALAKOLLU,140855,24-Dec-2023
2PALAKOLLU,140072,25-Dec-2023
2PALAKOLLU,120678,26-Dec-2023
2PALAKOLLU,125485,27-Dec-2023
2PALAKOLLU,114373,28-Dec-2023
2PALAKOLLU,121827,29-Dec-2023
2PALAKOLLU,123447,30-Dec-2023
2PALAKOLLU,172938,31-Dec-2023
2PALAKOLLU,93863,1-Jan-2024
2PALAKOLLU,156026,2-Jan-2024
2PALAKOLLU,159261,3-Jan-2024
2PALAKOLLU,169148,4-Jan-2024
2PALAKOLLU,183601,5-Jan-2024
2PALAKOLLU,132742,6-Jan-2024
2PALAKOLLU,156115,7-Jan-2024
2PALAKOLLU,186120,8-Jan-2024
2PALAKOLLU,146557,9-Jan-2024
2PALAKOLLU,196788,10-Jan-2024
2PALAKOLLU,190229,11-Jan-2024
2PALAKOLLU,248167,12-Jan-2024
2PALAKOLLU,218094,13-Jan-2024
2PALAKOLLU,143977,14-Jan-2024
2PALAKOLLU,85041,15-Jan-2024
2PALAKOLLU,105192,16-Jan-2024
2PALAKOLLU,118183,17-Jan-2024
2PALAKOLLU,110647,18-Jan-2024
2PALAKOLLU,107848,19-Jan-2024
2PALAKOLLU,125925,20-Jan-2024
2PALAKOLLU,133520,21-Jan-2024
2PALAKOLLU,109587,22-Jan-2024
2PALAKOLLU,117145,23-Jan-2024
2PALAKOLLU,110883,24-Jan-2024
2PALAKOLLU,121647,25-Jan-2024
2PALAKOLLU,137702,26-Jan-2024
2PALAKOLLU,117657,27-Jan-2024
2PALAKOLLU,138671,28-Jan-2024
2PALAKOLLU,119515,29-Jan-2024
2PALAKOLLU,110577,30-Jan-2024
2PALAKOLLU,126001,31-Jan-2024
2PALAKOLLU,149634,1-Feb-2024
2PALAKOLLU,166248,2-Feb-2024
2PALAKOLLU,136715,3-Feb-2024
2PALAKOLLU,156561,4-Feb-2024
2PALAKOLLU,161180,5-Feb-2024
2PALAKOLLU,163964,6-Feb-2024
2PALAKOLLU,157005,7-Feb-2024
2PALAKOLLU,128489,8-Feb-2024
2PALAKOLLU,137040,9-Feb-2024
2PALAKOLLU,124896,10-Feb-2024
2PALAKOLLU,155182,11-Feb-2024
2PALAKOLLU,123082,12-Feb-2024
2PALAKOLLU,142666,13-Feb-2024
2PALAKOLLU,121818,14-Feb-2024
2PALAKOLLU,125076,15-Feb-2024
2PALAKOLLU,113969,16-Feb-2024
2PALAKOLLU,129695,17-Feb-2024
2PALAKOLLU,125207,18-Feb-2024
2PALAKOLLU,130127,19-Feb-2024
2PALAKOLLU,126796,20-Feb-2024
2PALAKOLLU,160025,21-Feb-2024
2PALAKOLLU,126003,22-Feb-2024
2PALAKOLLU,121421,23-Feb-2024
2PALAKOLLU,104694,24-Feb-2024
2PALAKOLLU,158732,25-Feb-2024
2PALAKOLLU,112165,26-Feb-2024
2PALAKOLLU,93121,27-Feb-2024
2PALAKOLLU,106841,28-Feb-2024
2PALAKOLLU,99098,29-Feb-2024
2PALAKOLLU,117660,1-Mar-2024
2PALAKOLLU,143889,2-Mar-2024
2PALAKOLLU,171908,3-Mar-2024
2PALAKOLLU,159665,4-Mar-2024
2PALAKOLLU,149800,5-Mar-2024
2PALAKOLLU,133956,6-Mar-2024
2PALAKOLLU,169472,7-Mar-2024
2PALAKOLLU,135895,8-Mar-2024
2PALAKOLLU,127936,9-Mar-2024
2PALAKOLLU,143147,10-Mar-2024
2PALAKOLLU,118755,11-Mar-2024
2PALAKOLLU,155167,12-Mar-2024
2PALAKOLLU,113704,13-Mar-2024
2PALAKOLLU,117398,14-Mar-2024
2PALAKOLLU,120171,15-Mar-2024
2PALAKOLLU,142065,16-Mar-2024
2PALAKOLLU,158232,17-Mar-2024
2PALAKOLLU,143849,18-Mar-2024
2PALAKOLLU,117331,19-Mar-2024
2PALAKOLLU,123010,20-Mar-2024
2PALAKOLLU,125456,21-Mar-2024
2PALAKOLLU,116182,22-Mar-2024
2PALAKOLLU,102725,23-Mar-2024
2PALAKOLLU,114445,24-Mar-2024
2PALAKOLLU,124331,25-Mar-2024
2PALAKOLLU,150909,26-Mar-2024
2PALAKOLLU,124415,27-Mar-2024
2PALAKOLLU,104955,28-Mar-2024
2PALAKOLLU,120982,29-Mar-2024
2PALAKOLLU,113171,30-Mar-2024
2PALAKOLLU,161123,31-Mar-2024
2RAVULAPALEM,132725,1-Apr-2023
2RAVULAPALEM,198756,2-Apr-2023
2RAVULAPALEM,240080,3-Apr-2023
2RAVULAPALEM,194418,4-Apr-2023
2RAVULAPALEM,268407,5-Apr-2023
2RAVULAPALEM,251130,6-Apr-2023
2RAVULAPALEM,275280,7-Apr-2023
2RAVULAPALEM,219152,8-Apr-2023
2RAVULAPALEM,214890,9-Apr-2023
2RAVULAPALEM,235070,10-Apr-2023
2RAVULAPALEM,176601,11-Apr-2023
2RAVULAPALEM,235753,12-Apr-2023
2RAVULAPALEM,212293,13-Apr-2023
2RAVULAPALEM,277124,14-Apr-2023
2RAVULAPALEM,191038,15-Apr-2023
2RAVULAPALEM,229561,16-Apr-2023
2RAVULAPALEM,216287,17-Apr-2023
2RAVULAPALEM,181286,18-Apr-2023
2RAVULAPALEM,212780,19-Apr-2023
2RAVULAPALEM,185967,20-Apr-2023
2RAVULAPALEM,263552,21-Apr-2023
2RAVULAPALEM,205468,22-Apr-2023
2RAVULAPALEM,234121,23-Apr-2023
2RAVULAPALEM,208137,24-Apr-2023
2RAVULAPALEM,192136,25-Apr-2023
2RAVULAPALEM,220382,26-Apr-2023
2RAVULAPALEM,187542,27-Apr-2023
2RAVULAPALEM,232159,28-Apr-2023
2RAVULAPALEM,211932,29-Apr-2023
2RAVULAPALEM,254502,30-Apr-2023
2RAVULAPALEM,227077,1-May-2023
2RAVULAPALEM,197329,2-May-2023
2RAVULAPALEM,204481,3-May-2023
2RAVULAPALEM,239160,4-May-2023
2RAVULAPALEM,205698,5-May-2023
2RAVULAPALEM,216669,6-May-2023
2RAVULAPALEM,241764,7-May-2023
2RAVULAPALEM,232600,8-May-2023
2RAVULAPALEM,180585,9-May-2023
2RAVULAPALEM,238404,10-May-2023
2RAVULAPALEM,265186,11-May-2023
2RAVULAPALEM,225860,12-May-2023
2RAVULAPALEM,242170,13-May-2023
2RAVULAPALEM,307496,14-May-2023
2RAVULAPALEM,233591,15-May-2023
2RAVULAPALEM,212947,16-May-2023
2RAVULAPALEM,233609,17-May-2023
2RAVULAPALEM,219716,18-May-2023
2RAVULAPALEM,225785,19-May-2023
2RAVULAPALEM,188770,20-May-2023
2RAVULAPALEM,268049,21-May-2023
2RAVULAPALEM,235045,22-May-2023
2RAVULAPALEM,172003,23-May-2023
2RAVULAPALEM,221197,24-May-2023
2RAVULAPALEM,226018,25-May-2023
2RAVULAPALEM,229952,26-May-2023
2RAVULAPALEM,183815,27-May-2023
2RAVULAPALEM,190347,28-May-2023
2RAVULAPALEM,218094,29-May-2023
2RAVULAPALEM,188737,30-May-2023
2RAVULAPALEM,262189,31-May-2023
2RAVULAPALEM,246884,1-Jun-2023
2RAVULAPALEM,318257,2-Jun-2023
2RAVULAPALEM,201326,3-Jun-2023
2RAVULAPALEM,282499,4-Jun-2023
2RAVULAPALEM,268127,5-Jun-2023
2RAVULAPALEM,248053,6-Jun-2023
2RAVULAPALEM,307729,7-Jun-2023
2RAVULAPALEM,254515,8-Jun-2023
2RAVULAPALEM,240912,9-Jun-2023
2RAVULAPALEM,231531,10-Jun-2023
2RAVULAPALEM,275871,11-Jun-2023
2RAVULAPALEM,298359,12-Jun-2023
2RAVULAPALEM,204541,13-Jun-2023
2RAVULAPALEM,269967,14-Jun-2023
2RAVULAPALEM,279262,15-Jun-2023
2RAVULAPALEM,234335,16-Jun-2023
2RAVULAPALEM,210977,17-Jun-2023
2RAVULAPALEM,312655,18-Jun-2023
2RAVULAPALEM,262535,19-Jun-2023
2RAVULAPALEM,191989,20-Jun-2023
2RAVULAPALEM,222731,21-Jun-2023
2RAVULAPALEM,226649,22-Jun-2023
2RAVULAPALEM,213486,23-Jun-2023
2RAVULAPALEM,192026,24-Jun-2023
2RAVULAPALEM,319622,25-Jun-2023
2RAVULAPALEM,264356,26-Jun-2023
2RAVULAPALEM,200230,27-Jun-2023
2RAVULAPALEM,248788,28-Jun-2023
2RAVULAPALEM,212232,29-Jun-2023
2RAVULAPALEM,218599,30-Jun-2023
2RAVULAPALEM,197561,1-Jul-2023
2RAVULAPALEM,273643,2-Jul-2023
2RAVULAPALEM,198409,3-Jul-2023
2RAVULAPALEM,218523,4-Jul-2023
2RAVULAPALEM,262742,5-Jul-2023
2RAVULAPALEM,219610,6-Jul-2023
2RAVULAPALEM,254840,7-Jul-2023
2RAVULAPALEM,302033,8-Jul-2023
2RAVULAPALEM,297274,9-Jul-2023
2RAVULAPALEM,266699,10-Jul-2023
2RAVULAPALEM,212775,11-Jul-2023
2RAVULAPALEM,206608,12-Jul-2023
2RAVULAPALEM,265446,13-Jul-2023
2RAVULAPALEM,222191,14-Jul-2023
2RAVULAPALEM,178063,15-Jul-2023
2RAVULAPALEM,285173,16-Jul-2023
2RAVULAPALEM,182737,17-Jul-2023
2RAVULAPALEM,155317,18-Jul-2023
2RAVULAPALEM,180183,19-Jul-2023
2RAVULAPALEM,250050,20-Jul-2023
2RAVULAPALEM,233334,21-Jul-2023
2RAVULAPALEM,178071,22-Jul-2023
2RAVULAPALEM,270929,23-Jul-2023
2RAVULAPALEM,142082,24-Jul-2023
2RAVULAPALEM,182203,25-Jul-2023
2RAVULAPALEM,170531,26-Jul-2023
2RAVULAPALEM,250915,27-Jul-2023
2RAVULAPALEM,236050,28-Jul-2023
2RAVULAPALEM,196246,29-Jul-2023
2RAVULAPALEM,270696,30-Jul-2023
2RAVULAPALEM,198252,31-Jul-2023
2RAVULAPALEM,227077,1-Aug-2023
2RAVULAPALEM,261817,2-Aug-2023
2RAVULAPALEM,236076,3-Aug-2023
2RAVULAPALEM,242630,4-Aug-2023
2RAVULAPALEM,196677,5-Aug-2023
2RAVULAPALEM,278442,6-Aug-2023
2RAVULAPALEM,242845,7-Aug-2023
2RAVULAPALEM,159222,8-Aug-2023
2RAVULAPALEM,203702,9-Aug-2023
2RAVULAPALEM,208765,10-Aug-2023
2RAVULAPALEM,184347,11-Aug-2023
2RAVULAPALEM,202851,12-Aug-2023
2RAVULAPALEM,252715,13-Aug-2023
2RAVULAPALEM,214758,14-Aug-2023
2RAVULAPALEM,219191,15-Aug-2023
2RAVULAPALEM,224609,16-Aug-2023
2RAVULAPALEM,172920,17-Aug-2023
2RAVULAPALEM,215086,18-Aug-2023
2RAVULAPALEM,175320,19-Aug-2023
2RAVULAPALEM,336675,20-Aug-2023
2RAVULAPALEM,269122,21-Aug-2023
2RAVULAPALEM,211967,22-Aug-2023
2RAVULAPALEM,284836,23-Aug-2023
2RAVULAPALEM,341226,24-Aug-2023
2RAVULAPALEM,146824,25-Aug-2023
2RAVULAPALEM,153179,26-Aug-2023
2RAVULAPALEM,206381,27-Aug-2023
2RAVULAPALEM,232138,28-Aug-2023
2RAVULAPALEM,174664,29-Aug-2023
2RAVULAPALEM,260348,30-Aug-2023
2RAVULAPALEM,228286,31-Aug-2023
2RAVULAPALEM,205868,1-Sep-2023
2RAVULAPALEM,233756,2-Sep-2023
2RAVULAPALEM,283899,3-Sep-2023
2RAVULAPALEM,291421,4-Sep-2023
2RAVULAPALEM,212064,5-Sep-2023
2RAVULAPALEM,234280,6-Sep-2023
2RAVULAPALEM,247794,7-Sep-2023
2RAVULAPALEM,214536,8-Sep-2023
2RAVULAPALEM,209630,9-Sep-2023
2RAVULAPALEM,287547,10-Sep-2023
2RAVULAPALEM,152559,11-Sep-2023
2RAVULAPALEM,223291,12-Sep-2023
2RAVULAPALEM,252298,13-Sep-2023
2RAVULAPALEM,226388,14-Sep-2023
2RAVULAPALEM,238728,15-Sep-2023
2RAVULAPALEM,243068,16-Sep-2023
2RAVULAPALEM,456868,17-Sep-2023
2RAVULAPALEM,185372,18-Sep-2023
2RAVULAPALEM,179414,19-Sep-2023
2RAVULAPALEM,216010,20-Sep-2023
2RAVULAPALEM,186213,21-Sep-2023
2RAVULAPALEM,185683,22-Sep-2023
2RAVULAPALEM,168517,23-Sep-2023
2RAVULAPALEM,242719,24-Sep-2023
2RAVULAPALEM,177722,25-Sep-2023
2RAVULAPALEM,185616,26-Sep-2023
2RAVULAPALEM,175821,27-Sep-2023
2RAVULAPALEM,199282,28-Sep-2023
2RAVULAPALEM,252610,29-Sep-2023
2RAVULAPALEM,221641,30-Sep-2023
2RAVULAPALEM,266978,1-Oct-2023
2RAVULAPALEM,278292,2-Oct-2023
2RAVULAPALEM,179180,3-Oct-2023
2RAVULAPALEM,283744,4-Oct-2023
2RAVULAPALEM,254838,5-Oct-2023
2RAVULAPALEM,251734,6-Oct-2023
2RAVULAPALEM,178951,7-Oct-2023
2RAVULAPALEM,292753,8-Oct-2023
2RAVULAPALEM,221274,9-Oct-2023
2RAVULAPALEM,211506,10-Oct-2023
